resp_id,worker_pre,att_covid_selfsevere,age,weight_main
8162,yes,Somewhat agree,51,1.68449511936
8163,yes,Strongly agree,65,0.774675589431
8164,no,Strongly disagree,36,0.305048279574
8165,yes,Somewhat disagree,47,2.82767113035
8166,yes,Strongly agree,20,0.949808270147
8167,no,Somewhat agree,63,4.32430645526
8168,yes,Strongly agree,53,2.18105170944
8169,yes,Somewhat disagree,26,4.10060343952
8170,yes,Neutral,52,1.3955123572299999
8171,yes,Somewhat disagree,44,0.169062654717
8172,no,Somewhat disagree,35,1.1014922252
8173,yes,Neutral,48,0.250404812025
8174,no,Somewhat agree,52,0.161380446507
8175,no,Strongly agree,80,0.621446279753
8176,no,Strongly agree,51,0.516182990785
8177,yes,Somewhat agree,43,3.29591424564
8178,yes,Strongly agree,34,0.725031895796
8179,no,Neutral,21,0.937192629085
8180,no,Neutral,26,0.458984569352
8181,no,Somewhat disagree,55,0.213008137566
8182,no,Neutral,56,1.05305725062
8183,no,Strongly agree,62,3.56526956446
8184,no,Neutral,44,0.156917864688
8185,yes,Strongly disagree,38,2.35117140596
8186,no,Strongly agree,28,0.156438539195
8187,no,Somewhat agree,62,0.161875632825
8188,yes,Strongly disagree,24,1.15219824101
8189,yes,Somewhat agree,48,0.858994744361
8190,yes,Somewhat agree,44,0.70709644924
8191,no,Somewhat agree,20,1.20344931177
8192,yes,Neutral,40,0.687188042928
8193,no,Somewhat agree,22,1.38336310625
8194,yes,Strongly agree,37,0.75250819427
8195,no,Somewhat agree,34,1.02749795052
8196,yes,Somewhat disagree,64,1.49453549671
8197,yes,Strongly agree,56,0.485346252187
8198,yes,Strongly agree,25,0.164087522984
8199,yes,Somewhat agree,37,0.909098616033
8200,no,Somewhat agree,21,0.502956295114
8201,yes,Somewhat agree,47,0.35021695191
8202,no,Strongly disagree,26,0.2004781016
8203,yes,Strongly agree,24,0.968350789513
8204,yes,Somewhat agree,40,0.575271670977
8205,no,Neutral,29,0.880170112461
8206,yes,Somewhat agree,22,4.17470130756
8207,yes,Somewhat disagree,68,0.319585124575
8208,yes,Somewhat agree,25,2.47071131385
8209,no,Strongly agree,23,0.980094215032
8210,no,Strongly disagree,66,2.7600639057
8211,yes,Neutral,24,2.71549655341
8212,no,Somewhat agree,32,0.440435281653
8213,no,Somewhat agree,19,1.73091388623
8214,no,Somewhat disagree,52,0.563893750917
8215,yes,Somewhat agree,56,5.64628295973
8216,no,Strongly disagree,18,0.281672556318
8217,yes,Neutral,55,1.76270516366
8218,no,Strongly agree,70,1.55259932879
8219,no,Strongly agree,55,5.74204913622
8220,yes,Strongly agree,53,0.696029469364
8221,yes,Somewhat agree,39,0.963230999708
8222,yes,Strongly agree,20,0.49457879199
8223,yes,Somewhat agree,41,1.00892948596
8224,no,Neutral,45,1.23029645594
8225,no,Strongly agree,34,1.01969903641
8226,yes,Neutral,56,0.801175479318
8227,no,Somewhat disagree,38,0.487563114592
8228,yes,Neutral,50,4.13894103338
8229,no,Somewhat disagree,26,2.6969535333
8230,yes,Somewhat agree,22,0.225124106592
8231,no,Somewhat disagree,19,3.57399692659
8232,yes,Strongly agree,48,0.711749212432
8233,yes,Somewhat agree,20,1.03049237638
8234,no,Strongly agree,62,4.21486788863
8235,yes,Strongly disagree,33,1.79306987643
8236,yes,Somewhat agree,30,0.672037752337
8237,no,Neutral,21,1.03553782641
8238,no,Somewhat agree,23,1.1085089469
8239,no,Somewhat disagree,40,2.73725984326
8240,yes,Somewhat disagree,43,0.346503961229
8241,no,Somewhat disagree,34,3.85614673673
8242,yes,Somewhat disagree,35,1.15845606384
8243,no,Strongly agree,60,0.429806998822
8244,no,Neutral,40,0.291359883795
8245,yes,Somewhat agree,47,0.959394045938
8246,yes,Neutral,23,0.634732652866
8247,no,Somewhat disagree,22,2.6338685464
8248,yes,Strongly disagree,19,3.04158022373
8249,yes,Strongly agree,46,1.32823849854
8250,no,Strongly agree,68,1.34223294399
8251,yes,Somewhat agree,46,0.357180773825
8252,yes,Strongly agree,32,1.17296813978
8254,no,Neutral,26,1.67845297268
8255,no,Neutral,22,1.377195209
8256,no,Somewhat agree,24,0.162606093734
8257,no,Strongly agree,34,6.49957862396
8258,yes,Neutral,23,0.727546801706
8259,yes,Somewhat agree,56,0.564154199609
8260,yes,Somewhat agree,39,0.367666085522
8261,no,Strongly disagree,25,1.10771107656
8262,yes,Strongly agree,50,0.109520855753
8263,no,Strongly agree,68,0.260996896526
8264,yes,Neutral,21,3.80710319444
8265,no,Strongly agree,20,0.55167060471
8266,yes,Strongly disagree,25,0.373956568064
8267,no,Strongly agree,36,2.68056790118
8268,no,Strongly agree,41,0.188769544958
8269,yes,Neutral,45,0.658084560374
8270,no,Neutral,65,1.28847137624
8271,yes,Somewhat agree,33,1.75173058939
8272,no,Somewhat disagree,21,2.04572103865
8273,yes,Somewhat agree,65,0.509086999545
8274,yes,Somewhat agree,54,0.630306843768
8275,yes,Strongly agree,58,2.56988042945
8276,yes,Somewhat agree,62,0.424158356232
8277,yes,Somewhat agree,30,1.24995359119
8278,yes,Strongly agree,35,0.778265975144
8279,no,Strongly disagree,59,0.158798064329
8280,yes,Somewhat agree,26,2.50862985474
8281,yes,Somewhat agree,64,5.55246001862
8282,yes,Somewhat agree,20,2.49147644756
8283,yes,Somewhat agree,35,0.674841084847
8284,no,Somewhat agree,75,1.4580141412
8285,no,Somewhat disagree,30,2.96584730103
8286,no,Somewhat agree,57,0.328136134655
8287,no,Strongly agree,71,1.66790536422
8288,no,Strongly agree,20,0.451994775685
8289,no,Strongly agree,57,1.40883381447
8290,no,Strongly disagree,58,0.168851127991
8291,no,Somewhat disagree,68,1.40115588755
8292,no,Somewhat disagree,69,0.411356081075
8293,no,Strongly disagree,60,2.38021565977
8294,yes,Somewhat agree,63,2.90370165139
8295,no,Neutral,37,2.64550604575
8296,no,Somewhat agree,65,1.93535427162
8297,no,Somewhat agree,58,0.178365739596
8298,yes,Strongly agree,23,0.247956245526
8299,no,Neutral,24,5.45413133558
8300,yes,Strongly disagree,42,0.548464731511
8301,yes,Strongly disagree,58,0.423814167563
8302,yes,Strongly disagree,58,1.15280067253
8303,no,Somewhat agree,22,1.31315510502
8304,no,Somewhat agree,64,2.73498085905
8305,no,Strongly agree,69,0.17183258073
8306,yes,Neutral,41,0.41990124043
8307,yes,Neutral,22,2.16762882521
8308,yes,Somewhat agree,69,1.06036528234
8309,no,Strongly disagree,18,3.393874379
8310,no,Somewhat agree,63,0.470863612319
8311,no,Somewhat agree,60,0.217049842828
8312,yes,Somewhat disagree,62,9.32712895075
8313,no,Strongly agree,62,2.10401534668
8314,no,Strongly agree,71,0.217049842828
8315,no,Neutral,68,0.0308774139356
8316,yes,Somewhat agree,66,0.250037838614
8317,no,Strongly agree,60,0.0622928687459
8318,no,Neutral,47,8.73865918615
8319,yes,Somewhat disagree,70,0.562362410024
8320,no,Somewhat disagree,56,6.63008414243
8321,yes,Neutral,27,1.11649443542
8322,yes,Strongly agree,40,0.382734234871
8323,no,Somewhat disagree,66,0.666468859768
8324,no,Somewhat disagree,61,0.46214596406
8325,no,Strongly agree,74,0.243076421822
8326,no,Somewhat disagree,50,0.854399432605
8327,no,Somewhat agree,73,0.701042393999
8328,no,Strongly agree,18,3.43385127363
8329,yes,Strongly disagree,52,0.299001357529
8330,yes,Somewhat agree,72,0.906202666016
8332,no,Strongly disagree,58,0.0618482189328
8333,no,Strongly disagree,69,0.229202836372
8334,no,Strongly agree,68,1.92421370321
8335,no,Strongly agree,65,1.32338962373
8336,no,Strongly agree,57,0.455351696536
8337,yes,Strongly disagree,63,0.505333711623
8338,yes,Neutral,67,0.636069059726
8340,no,Strongly disagree,79,0.91185343824
8341,yes,Neutral,64,2.13965146904
8342,yes,Strongly agree,63,1.1596863796
8343,yes,Somewhat agree,55,0.128541857708
8345,no,Somewhat disagree,86,0.517907010495
8346,yes,Strongly agree,46,3.65104136301
8347,no,Somewhat agree,20,1.71412877707
8348,yes,Somewhat agree,28,3.11804464513
8349,yes,Strongly agree,29,0.627047807292
8350,yes,Strongly agree,37,0.383279096574
8351,yes,Somewhat agree,19,6.08030133446
8352,yes,Strongly agree,36,1.18002955009
8353,yes,Somewhat agree,47,0.562424723373
8354,yes,Neutral,31,2.1127376693
8355,yes,Somewhat agree,59,0.25101103158
8356,no,Strongly agree,57,0.600433536489
8357,no,Neutral,67,0.0858530998777
8358,no,Somewhat agree,75,1.49555438517
8359,yes,Somewhat agree,55,6.64093083523
8360,yes,Somewhat disagree,37,0.674175793708
8362,no,Strongly disagree,77,1.00807090364
8363,no,Somewhat agree,62,0.257574226179
8364,no,Strongly agree,69,0.508243968603
8365,yes,Somewhat disagree,55,0.236327052035
8366,no,Strongly agree,47,0.0621532305711
8367,yes,Somewhat agree,57,2.74555525494
8368,no,Strongly disagree,83,0.172228933553
8369,no,Somewhat agree,83,0.48405493192
8370,no,Somewhat agree,78,0.0723958186621
8371,yes,Somewhat agree,31,7.80484931754
8372,yes,Somewhat agree,33,0.83726872565
8373,yes,Somewhat disagree,70,3.59452359484
8374,yes,Strongly agree,44,0.288509026352
8375,no,Somewhat agree,18,8.14894046081
8376,no,Strongly agree,72,0.51024306663
8377,yes,Neutral,64,0.199026630887
8378,yes,Neutral,59,3.52826367498
8379,yes,Somewhat agree,35,10.5802778611
8380,yes,Neutral,49,0.973177125686
8381,yes,Strongly agree,33,0.42877448594399997
8382,yes,Strongly agree,20,0.45599886473
8384,no,Strongly agree,70,2.31868405189
8385,yes,Strongly agree,61,0.650281054689
8386,yes,Somewhat agree,63,2.36923896218
8387,no,Strongly agree,48,0.772918035241
8388,yes,Strongly agree,44,0.520109420302
8389,yes,Neutral,21,0.51718292107
8390,no,Strongly agree,49,0.537556842337
8391,no,Somewhat agree,73,0.312188163409
8392,no,Somewhat agree,64,0.515283707215
8393,yes,Neutral,35,0.45659961142
8396,yes,Strongly disagree,49,0.381901684748
8397,yes,Strongly agree,42,0.589534186909
8398,no,Neutral,62,0.0532176728545
8399,no,Strongly agree,63,0.639222886551
8400,yes,Strongly agree,45,1.41343766302
8401,yes,Somewhat agree,52,1.4610424986
8402,yes,Neutral,24,0.100999501062
8403,no,Somewhat agree,61,0.377962891579
8404,yes,Strongly agree,42,1.41100912548
8405,no,Somewhat agree,37,0.483935352144
8406,yes,Strongly agree,22,0.143766299387
8407,yes,Somewhat agree,36,0.367666085522
8408,yes,Neutral,74,0.0926721293171
8409,yes,Strongly agree,52,4.85060498238
8410,yes,Somewhat agree,40,1.14372606525
8411,no,Strongly disagree,57,1.62100975785
8412,yes,Strongly agree,40,0.863237142283
8413,yes,Strongly agree,58,0.511320982599
8414,no,Strongly agree,75,0.593586694911
8415,yes,Somewhat agree,67,1.48468691557
8416,yes,Somewhat disagree,46,0.0812339592418
8417,yes,Strongly agree,45,0.329901160785
8418,yes,Strongly agree,38,0.320190796022
8419,yes,Somewhat agree,41,1.4968977841
8420,yes,Strongly agree,43,2.06569403984
8421,yes,Somewhat agree,40,9.57247471507
8422,yes,Strongly agree,30,0.655210379745
8423,yes,Somewhat agree,55,0.810001447812
8424,no,Somewhat agree,60,0.412972133522
8425,yes,Somewhat agree,50,2.98293691137
8426,no,Somewhat agree,65,0.0746833085619
8427,yes,Somewhat agree,25,3.36862994811
8428,no,Somewhat disagree,76,0.422902661134
8429,no,Somewhat agree,20,0.73405179322
8430,no,Strongly agree,72,0.387856715625
8431,yes,Strongly agree,52,14.6415166483
8432,no,Strongly agree,69,0.286361960118
8433,yes,Strongly agree,29,0.859884329707
8434,yes,Strongly disagree,41,0.951655247966
8435,yes,Somewhat agree,38,6.43938650621
8436,yes,Strongly agree,40,1.02919963707
8437,no,Strongly agree,50,0.274713317926
8438,yes,Somewhat agree,35,0.445970260046
8439,yes,Somewhat agree,41,0.655210379745
8440,no,Somewhat agree,21,0.358020432064
8441,yes,Somewhat agree,30,0.232274487739
8442,yes,Somewhat disagree,36,0.494444448247
8443,yes,Somewhat agree,29,1.00176148006
8444,no,Somewhat agree,60,2.50585193154
8445,yes,Neutral,41,1.86893049739
8446,yes,Strongly disagree,33,0.196305155891
8447,no,Strongly agree,73,1.10818417923
8448,yes,Strongly agree,55,0.526827186145
8449,no,Strongly agree,21,1.36332042378
8450,yes,Strongly agree,26,0.639072355913
8451,yes,Strongly agree,56,1.69477740779
8452,yes,Somewhat agree,30,0.958649067631
8453,yes,Somewhat disagree,32,0.719428656721
8454,no,Somewhat agree,22,4.73860999194
8455,yes,Strongly agree,21,0.390248298373
8456,yes,Strongly agree,38,0.193382091209
8457,yes,Somewhat agree,39,0.501105043899
8458,no,Somewhat agree,35,0.194499188601
8459,yes,Somewhat disagree,60,0.459505349358
8460,yes,Somewhat agree,20,0.758868970751
8461,yes,Somewhat agree,19,1.09092478502
8462,yes,Somewhat disagree,39,0.879418589605
8463,no,Strongly agree,37,0.384173185499
8464,yes,Neutral,60,0.386886391447
8465,yes,Strongly disagree,28,4.12964535534
8466,no,Strongly agree,56,0.300078536881
8467,yes,Somewhat agree,27,0.204753460849
8468,no,Somewhat agree,44,1.42527366123
8469,yes,Strongly agree,23,0.314484873221
8470,yes,Somewhat agree,19,2.13438757029
8471,no,Somewhat agree,71,0.555812463062
8472,yes,Somewhat agree,44,0.105431041659
8473,yes,Neutral,42,0.75250819427
8474,yes,Strongly disagree,30,0.970392164024
8475,yes,Somewhat agree,38,0.365000550699
8476,yes,Somewhat agree,22,1.59929873373
8477,yes,Strongly agree,45,0.424399983552
8478,yes,Somewhat agree,34,0.992263726244
8479,yes,Strongly agree,20,0.648254013595
8480,no,Strongly agree,69,0.531908132079
8481,no,Strongly agree,31,0.121324395463
8482,no,Neutral,74,1.08368268724
8483,no,Somewhat disagree,26,0.681425360393
8484,no,Strongly agree,35,0.931045985738
8485,yes,Strongly disagree,58,0.385336777953
8486,no,Somewhat agree,71,0.219680665423
8487,yes,Somewhat disagree,33,0.597217759016
8488,yes,Strongly agree,36,1.09639601912
8489,yes,Strongly agree,33,0.137516853111
8490,yes,Somewhat agree,35,1.39637282346
8491,yes,Strongly agree,40,1.52976214047
8492,yes,Somewhat agree,26,0.690979557003
8493,yes,Strongly agree,39,1.41891162136
8494,yes,Strongly agree,54,0.354305135131
8495,yes,Somewhat agree,35,1.24549463087
8496,yes,Somewhat agree,65,0.0233002660761
8498,yes,Somewhat agree,41,1.24549463087
8499,no,Neutral,29,2.46089989611
8500,yes,Strongly agree,19,3.19930098355
8501,yes,Somewhat agree,73,0.135606134579
8502,yes,Neutral,43,1.00664612566
8503,yes,Somewhat disagree,25,0.696154613417
8504,no,Neutral,20,1.73357933054
8505,yes,Strongly disagree,35,1.46190077812
8506,yes,Neutral,21,0.648841155187
8507,no,Strongly agree,74,0.274070353794
8508,yes,Strongly agree,31,0.845512803818
8509,no,Strongly agree,61,2.52149835294
8510,yes,Neutral,32,0.636529987843
8511,yes,Somewhat disagree,34,0.734460161381
8512,no,Strongly agree,72,0.260043778967
8513,no,Strongly agree,63,2.84412664204
8514,no,Neutral,45,0.619523831756
8515,no,Strongly disagree,48,1.35075775873
8516,yes,Strongly agree,40,1.67145320408
8517,yes,Neutral,31,0.515327847606
8518,yes,Neutral,35,0.284408544113
8519,yes,Somewhat disagree,35,0.448755687777
8520,yes,Neutral,60,0.0596190826209
8521,yes,Strongly disagree,41,3.3753354618999998
8522,yes,Strongly disagree,60,1.12420462621
8523,yes,Strongly agree,30,0.207472800516
8524,yes,Somewhat agree,29,1.29582681844
8525,no,Strongly agree,80,0.551098579944
8526,yes,Strongly agree,27,0.0988456123939
8527,yes,Strongly disagree,58,0.509426416873
8528,yes,Somewhat agree,38,0.549820234494
8529,yes,Strongly agree,63,0.899058462127
8530,no,Strongly agree,70,0.48405493192
8532,no,Somewhat agree,51,0.996299599582
8533,yes,Strongly agree,53,3.28681589364
8536,no,Strongly agree,68,0.574799767403
8537,yes,Somewhat agree,52,3.18894255789
8538,yes,Strongly agree,60,0.712967884475
8542,no,Strongly agree,79,0.312188163409
8543,no,Somewhat agree,25,2.20670705091
8544,no,Neutral,67,0.286361960118
8546,no,Neutral,50,0.996299599582
8547,yes,Neutral,53,0.767673428446
8548,yes,Neutral,42,0.890581526255
8549,no,Strongly agree,78,0.48405493192
8551,no,Strongly agree,73,0.57858160497
8552,no,Neutral,60,3.35082881881
8553,no,Strongly agree,68,0.903279658649
8555,no,Strongly agree,61,0.322707664893
8557,no,Strongly agree,80,2.81111581508
8559,yes,Somewhat agree,40,1.24549463087
8560,yes,Strongly disagree,36,0.212261219365
8561,yes,Somewhat agree,42,2.41350812181
8562,no,Somewhat agree,31,0.243234897682
8563,yes,Strongly agree,39,0.614971407192
8564,yes,Somewhat agree,44,0.419142983775
8565,no,Seen but unanswered,73,0.905881216251
8566,no,Strongly disagree,65,0.38120119853
8567,no,Strongly agree,68,0.178585831054
8568,no,Strongly disagree,57,0.483773806002
8569,no,Somewhat agree,70,0.345997401485
8571,no,Somewhat disagree,63,3.66217963602
8572,no,Strongly agree,76,0.0558642270441
8574,yes,Somewhat agree,26,0.85350595356
8575,no,Somewhat disagree,66,2.57273213067
8576,yes,Strongly disagree,18,1.69124983857
8577,no,Neutral,72,0.180041245421
8578,no,Neutral,69,1.928844152
8579,no,Somewhat disagree,70,1.43674549074
8580,yes,Strongly agree,34,0.583071045795
8581,yes,Somewhat agree,53,0.785571454092
8582,yes,Somewhat disagree,60,0.55417605076
8583,no,Strongly agree,56,1.10691473992
8584,no,Somewhat agree,67,1.92421370321
8585,yes,Somewhat agree,62,0.512771552381
8586,no,Somewhat agree,62,0.498750059485
8587,yes,Strongly agree,77,0.293550578045
8588,no,Somewhat agree,65,0.761501769363
8589,yes,Somewhat agree,63,17.5356531474
8590,no,Strongly agree,76,1.00026182385
8592,yes,Neutral,64,0.64603056124
8593,no,Somewhat agree,72,1.52686821075
8594,no,Strongly agree,67,0.488874016397
8596,no,Strongly agree,78,0.182705182579
8598,yes,Strongly agree,67,1.23762034965
8599,no,Somewhat agree,70,0.372913456783
8600,no,Somewhat agree,56,0.270542417877
8601,no,Neutral,71,0.854985431597
8603,no,Neutral,41,2.69350299045
8604,yes,Neutral,68,1.20457845431
8605,yes,Neutral,63,1.23762034965
8606,yes,Somewhat agree,55,1.37496943506
8607,no,Neutral,64,0.178585831054
8609,no,Neutral,65,0.519580161146
8610,no,Strongly agree,66,0.343244153197
8611,yes,Neutral,36,2.51825547078
8612,yes,Strongly disagree,55,0.555867118139
8613,yes,Strongly disagree,52,3.55525519072
8614,yes,Somewhat disagree,45,2.23355315962
8615,no,Somewhat agree,28,0.303693948994
8616,yes,Strongly agree,50,0.66175136716
8617,no,Strongly agree,70,0.0633826547196
8618,yes,Strongly agree,63,1.3558216044
8619,yes,Strongly disagree,39,0.676459357499
8620,yes,Somewhat disagree,37,0.10199293921
8621,no,Strongly disagree,64,0.355214470488
8622,yes,Strongly agree,43,0.583122833311
8623,no,Somewhat agree,21,0.189328219265
8624,yes,Somewhat agree,44,0.584283712498
8625,yes,Neutral,26,0.0677774602512
8626,no,Somewhat agree,19,0.944810570923
8627,yes,Somewhat agree,42,0.533606732836
8628,yes,Strongly disagree,38,0.610771594504
8630,yes,Somewhat agree,27,0.191647975831
8631,no,Strongly agree,18,2.21187006573
8632,yes,Neutral,40,0.314638496644
8633,yes,Strongly agree,43,0.655210379745
8634,yes,Strongly agree,41,0.738754253662
8635,yes,Strongly agree,34,1.02919963707
8636,yes,Somewhat agree,72,0.774675589431
8637,yes,Strongly agree,35,1.08814322087
8638,yes,Strongly agree,58,0.697894416451
8639,yes,Neutral,60,0.6795595233
8640,yes,Neutral,43,0.596011432479
8641,yes,Somewhat agree,45,0.552479347478
8642,no,Neutral,24,0.191409856426
8643,yes,Somewhat disagree,36,0.33961062183
8644,yes,Neutral,35,0.387841359118
8645,no,Strongly agree,82,1.51688799791
8647,no,Strongly disagree,52,0.0564001821832
8648,yes,Somewhat agree,25,0.307071072779
8649,yes,Strongly disagree,28,2.27242422924
8650,no,Strongly disagree,43,1.06486464133
8651,yes,Somewhat agree,30,1.52976214047
8653,no,Strongly agree,36,0.104307803541
8654,no,Strongly disagree,40,0.65989387193
8655,no,Strongly disagree,36,0.843853532052
8657,yes,Somewhat disagree,26,0.918083197312
8658,yes,Somewhat disagree,31,0.501727162524
8659,yes,Neutral,63,2.17837073901
8660,yes,Strongly agree,30,1.57304239571
8661,yes,Somewhat agree,38,1.10054689217
8662,no,Strongly disagree,62,0.993207797888
8663,no,Somewhat agree,58,0.316856687206
8664,no,Somewhat agree,24,0.219455599611
8665,yes,Somewhat agree,44,0.158396285014
8666,yes,Neutral,27,0.167861198363
8667,no,Strongly agree,58,0.627936827472
8668,no,Somewhat disagree,18,0.747011749571
8669,yes,Somewhat disagree,25,2.01087967422
8670,yes,Somewhat agree,64,0.270677636342
8672,yes,Somewhat agree,30,1.23052039313
8673,yes,Strongly agree,60,0.624288565425
8674,yes,Somewhat agree,35,0.564097035765
8675,no,Somewhat agree,61,0.39963142039
8676,yes,Strongly agree,52,0.440869021012
8677,no,Somewhat agree,30,0.62048922428
8678,no,Somewhat disagree,63,1.48876019536
8679,yes,Neutral,49,0.393981759999
8680,yes,Neutral,64,0.906202666016
8681,no,Somewhat agree,51,0.92316451274
8682,yes,Strongly agree,31,0.636406974061
8683,yes,Somewhat agree,28,0.534876237871
8684,no,Somewhat agree,31,0.405658991423
8685,yes,Somewhat agree,39,0.589534186909
8686,yes,Strongly agree,28,0.985442327263
8687,no,Strongly agree,37,1.89017014021
8688,no,Strongly agree,50,0.0817400115407
8690,no,Neutral,48,0.428525504084
8691,yes,Somewhat disagree,26,0.650060045818
8692,no,Strongly agree,35,0.666758754939
8693,yes,Strongly disagree,36,1.21246012658
8694,no,Somewhat agree,34,0.152046080013
8695,yes,Strongly agree,38,1.12123000943
8697,yes,Somewhat disagree,33,0.358463893599
8698,no,Somewhat agree,26,0.138788094038
8699,no,Neutral,66,0.0797535871775
8700,no,Strongly disagree,30,10.3467828586
8701,yes,Somewhat agree,49,0.12201354995
8702,yes,Somewhat disagree,35,0.963230999708
8703,yes,Neutral,22,0.313225733538
8704,yes,Somewhat disagree,42,0.156377030069
8705,yes,Strongly agree,49,2.25505493734
8706,yes,Somewhat disagree,34,0.490748723898
8707,yes,Somewhat agree,21,0.866501859862
8708,no,Strongly agree,50,0.616502992039
8709,yes,Neutral,29,3.41608418703
8710,no,Strongly agree,44,0.584544845809
8712,yes,Strongly agree,26,1.1294930261
8713,no,Neutral,60,2.44424962659
8714,no,Strongly agree,18,0.484912971157
8715,no,Somewhat agree,42,0.533149454727
8718,yes,Strongly agree,59,0.718400406609
8719,yes,Somewhat disagree,35,7.64498025628
8720,no,Neutral,30,0.119230987266
8721,yes,Strongly agree,18,2.37010588709
8722,no,Neutral,58,0.158770950454
8723,yes,Somewhat agree,20,0.438051944567
8724,no,Strongly agree,19,0.771464585743
8725,no,Somewhat agree,67,0.477910812695
8726,no,Strongly agree,29,0.676596577887
8727,no,Somewhat agree,50,0.590801846754
8728,yes,Somewhat agree,47,0.269758107026
8729,yes,Strongly agree,64,1.4803451486
8730,yes,Neutral,28,1.06503455928
8731,yes,Somewhat agree,25,0.590216348043
8732,no,Somewhat agree,62,0.141005893712
8733,no,Neutral,43,1.1263719697
8734,no,Strongly disagree,32,0.66123336271
8735,no,Strongly disagree,68,0.13378579248
8736,yes,Somewhat disagree,35,1.70403663768
8737,no,Strongly agree,70,0.359759531603
8738,yes,Neutral,20,0.550996992495
8742,no,Somewhat agree,26,0.14838027234
8743,no,Somewhat agree,78,0.634780335558
8744,yes,Neutral,48,0.109487502805
8745,yes,Strongly agree,40,1.24549463087
8746,yes,Strongly agree,83,3.88926363526
8747,yes,Strongly agree,48,0.935157435754
8748,yes,Strongly agree,41,0.757342815577
8749,yes,Neutral,58,0.309780698081
8751,yes,Strongly disagree,43,1.15536172962
8752,yes,Somewhat agree,20,1.83888469477
8753,yes,Strongly agree,53,0.279552478643
8754,yes,Somewhat agree,23,1.81818314614
8755,yes,Somewhat disagree,48,0.0898465513223
8756,yes,Somewhat agree,35,0.318097902694
8757,no,Neutral,70,0.547479845537
8758,yes,Strongly agree,37,1.03554413891
8759,yes,Neutral,25,5.89149595425
8760,yes,Somewhat agree,24,7.74110740945
8761,yes,Strongly agree,50,1.41343766302
8762,no,Somewhat agree,30,0.797483127451
8763,yes,Strongly agree,40,0.563893797516
8764,yes,Neutral,37,1.87712157742
8765,yes,Somewhat agree,35,1.52976214047
8766,yes,Strongly agree,37,0.863237142283
8767,yes,Strongly agree,38,0.863237142283
8768,yes,Somewhat agree,27,0.702137070272
8769,no,Strongly agree,72,1.0939637315
8770,yes,Somewhat agree,40,0.377755059373
8771,yes,Neutral,40,0.740794085938
8772,yes,Neutral,36,0.674175793708
8773,yes,Strongly agree,21,1.06840176873
8774,no,Somewhat agree,75,0.985948333456
8775,no,Somewhat disagree,50,0.266664736212
8776,yes,Neutral,40,0.740794085938
8777,yes,Strongly agree,37,0.589534186909
8778,yes,Somewhat agree,63,0.674872078119
8779,no,Strongly agree,68,1.57419622143
8780,yes,Somewhat agree,35,0.172766945392
8781,no,Strongly agree,66,1.96098824216
8782,yes,Strongly agree,37,0.589534186909
8783,yes,Somewhat agree,37,1.52976214047
8784,yes,Somewhat agree,56,0.641902267045
8785,yes,Somewhat agree,49,0.496700913235
8786,yes,Strongly agree,40,0.655210379745
8787,yes,Somewhat disagree,46,5.90284770604
8788,yes,Somewhat agree,72,0.0924398056889
8789,yes,Strongly agree,25,0.344994756899
8790,yes,Neutral,24,0.587376839216
8791,no,Somewhat agree,24,1.4415800115
8792,no,Somewhat agree,61,0.823859898736
8793,yes,Somewhat agree,57,1.09381690428
8794,yes,Neutral,25,0.145364464971
8795,no,Strongly agree,79,3.94782780515
8796,no,Strongly agree,21,1.50818246379
8797,yes,Somewhat disagree,26,0.566312741485
8798,yes,Strongly agree,66,2.1994099049
8799,no,Strongly agree,87,0.475646019248
8800,yes,Somewhat agree,26,0.967543294681
8801,no,Neutral,73,0.71018533941
8802,yes,Strongly disagree,38,3.02095058594
8803,yes,Somewhat disagree,61,0.600402937588
8804,no,Strongly disagree,62,1.64684510155
8805,yes,Somewhat agree,41,0.612172840129
8806,yes,Neutral,38,0.204915088656
8807,yes,Neutral,34,0.867587360343
8808,no,Neutral,23,0.0501044767438
8809,no,Strongly agree,70,0.11839563602
8810,yes,Somewhat disagree,32,0.280300426463
8811,no,Somewhat agree,36,0.203683792422
8812,yes,Somewhat agree,55,0.558539125276
8813,yes,Strongly agree,33,1.16505256179
8814,no,Strongly disagree,66,0.797484364816
8815,no,Strongly agree,45,0.757391909124
8816,no,Somewhat agree,66,1.21087724402
8817,yes,Strongly agree,65,0.718437173387
8818,yes,Somewhat agree,36,2.79981421581
8819,no,Neutral,44,0.256174933447
8820,yes,Neutral,30,0.112123407018
8821,yes,Strongly disagree,20,0.0844113295001
8822,no,Somewhat agree,66,0.411356081075
8823,no,Neutral,20,0.839436447744
8825,yes,Neutral,23,2.47593147773
8826,yes,Somewhat disagree,36,0.544325730189
8827,yes,Strongly disagree,25,1.3927043115
8828,yes,Strongly agree,60,4.74191685288
8829,yes,Somewhat agree,26,1.38612440943
8830,no,Strongly agree,54,0.637521500442
8831,yes,Strongly disagree,29,1.30863786264
8832,yes,Strongly agree,34,1.68132634006
8833,yes,Somewhat agree,40,0.514101572637
8834,no,Strongly agree,66,0.851919704835
8835,no,Somewhat disagree,59,0.21842943695
8836,yes,Somewhat agree,40,2.06569403984
8837,no,Somewhat agree,71,0.524584846328
8838,yes,Strongly agree,53,0.506105081879
8839,yes,Neutral,31,0.351209350098
8841,no,Strongly agree,21,1.24387493638
